Location,Bedroom,Total_Sqft,Bathroom,Price,Price/Sqft
Ananth Nagar,2,1074.0,2.0,2685000,2500.0
Ananth Nagar,1,500.0,1.0,1400000,2800.0
Ananth Nagar,2,1010.0,2.0,3800000,3762.38
Ananth Nagar,2,992.0,2.0,2480000,2500.0
Anekal,2,1200.0,1.0,3600000,3000.0
Anekal,2,656.0,2.0,2200000,3353.66
Anekal,2,620.0,2.0,2200000,3548.39
Anekal,1,600.0,1.0,1650000,2750.0
Anekal,2,925.0,2.0,4000000,4324.32
Anekal,1,530.0,1.0,1800000,3396.23
Anekal,3,1800.0,3.0,6800000,3777.78
Anekal,2,1200.0,1.0,3600000,3000.0
Anekal,1,351.0,1.0,1600000,4558.4
Anekal,2,1035.0,2.0,3829999,3700.48
Anekal,2,888.0,2.0,3400000,3828.83
Anekal,2,1200.0,2.0,3610000,3008.33
Anekal,2,700.0,1.0,1939999,2771.43
Anekal,2,1200.0,1.0,3600000,3000.0
Anekal,4,1200.0,2.0,3600000,3000.0
Anekal,2,766.0,2.0,2800000,3655.35
Anekal,3,967.0,2.0,4500000,4653.57
Anekal,2,620.0,1.0,2350000,3790.32
Anekal,3,1150.0,3.0,4500000,3913.04
Anekal,2,1200.0,1.0,3600000,3000.0
Anekal,2,1200.0,1.0,3600000,3000.0
Anekal,1,400.0,1.0,1150000,2875.0
Anekal,1,456.0,1.0,1500000,3289.47
Anekal,2,1200.0,1.0,3600000,3000.0
Anekal,2,1200.0,1.0,3600000,3000.0
Anekal,3,2400.0,4.0,9500000,3958.33
Anekal,2,1200.0,2.0,3610000,3008.33
Anekal,2,1200.0,2.0,3610000,3008.33
Anekal,2,680.0,1.0,2100000,3088.24
Anekal,1,420.0,1.0,1250000,2976.19
Anekal,2,614.0,1.0,2800000,4560.26
Anekal,2,1140.0,2.0,5200000,4561.4
Anekal,2,625.0,1.0,2500000,4000.0
Anjanapura,4,1850.0,4.0,8600000,4648.65
Anjanapura,2,1070.0,2.0,3900000,3644.86
Anjanapura,3,1500.0,3.0,12100000,8066.67
Anjanapura,2,1070.0,2.0,3700000,3457.94
Anjanapura,2,950.0,2.0,4000000,4210.53
Anjanapura,3,1280.0,2.0,4500000,3515.62
Anjanapura,2,710.0,2.0,2500000,3521.13
Anjanapura,3,1347.0,2.0,3772000,2800.3
Anjanapura,2,950.0,2.0,3200000,3368.42
Anjanapura,4,1800.0,4.0,5500000,3055.56
Anjanapura,3,1843.0,3.0,8754000,4749.86
Anjanapura,2,1076.0,2.0,3013000,2800.19
Anjanapura,2,950.0,2.0,3000000,3157.89
Ardendale,3,1750.0,3.0,10000000,5714.29
Ardendale,4,3198.0,4.0,20000000,6253.91
Ardendale,4,2422.0,4.0,16000000,6606.11
Ardendale,3,1750.0,3.0,10000000,5714.29
Ardendale,4,3200.0,4.0,20500000,6406.25
Ardendale,3,1728.0,3.0,9500000,5497.69
Ardendale,4,2062.0,3.0,14000000,6789.52
Ardendale,3,1732.46,3.0,9200000,5310.37
Ardendale,4,2062.0,3.0,15000000,7274.49
Ardendale,4,2800.0,4.0,14000000,5000.0
Ardendale,2,1224.0,2.0,7000000,5718.95
Ardendale,3,1777.26,3.0,10500000,5907.97
Ardendale,3,1650.0,3.0,8200000,4969.7
Ardendale,4,2062.0,3.0,14000000,6789.52
Ardendale,3,1650.0,3.0,8200000,4969.7
Ardendale,2,1224.0,2.0,6700000,5473.86
Ardendale,3,1723.0,3.0,9500000,5513.64
Ardendale,3,1777.26,3.0,8900000,5007.71
Ardendale,3,1777.26,3.0,9200000,5176.51
Arekere,3,2060.0,3.0,14000000,6796.12
Arekere,2,920.0,2.0,4000000,4347.83
Arekere,3,1740.0,2.0,9500000,5459.77
Arekere,2,1190.0,2.0,5500000,4621.85
Arekere,1,600.0,1.0,2800000,4666.67
Arekere,3,2072.0,3.0,10800000,5212.36
Arekere,2,1100.0,2.0,5500000,5000.0
Arekere,2,900.0,2.0,5000000,5555.56
Arekere,2,1240.0,2.0,6000000,4838.71
Arekere,2,900.0,2.0,4450000,4944.44
Attibele,1,450.0,1.0,1100000,2444.44
Attibele,4,1600.0,4.0,5280000,3300.0
Attibele,2,656.0,2.0,2500000,3810.98
Attibele,1,400.0,1.0,1100000,2750.0
Attibele,1,400.0,1.0,1200000,3000.0
Attibele,1,400.0,1.0,1400000,3500.0
Attibele,1,500.0,1.0,1700000,3400.0
Attibele,4,2168.0,4.0,9500000,4381.92
Attibele,1,395.0,1.0,1025000,2594.94
Attibele,1,420.0,1.0,1700000,4047.62
Attibele,3,1639.0,2.0,4097999,2500.3
Attibele,1,418.0,1.0,1200000,2870.81
Attibele,2,1200.0,2.0,4200000,3500.0
Attibele,1,400.0,1.0,1000000,2500.0
Attibele,2,695.0,1.0,2500000,3597.12
Attibele,2,850.0,1.0,2500000,2941.18
Attibele,3,2400.0,3.0,12000000,5000.0
Attibele,1,450.0,1.0,1250000,2777.78
Attibele,2,995.0,1.0,2488000,2500.5
Attibele,2,900.0,1.0,2500000,2777.78
Attibele,2,1174.0,2.0,2935000,2500.0
Attibele,1,782.0,1.0,1955000,2500.0
Attibele,2,1175.0,2.0,2938000,2500.43
Attibele,2,656.0,2.0,2500000,3810.98
Attibele,1,400.0,1.0,1150000,2875.0
Attibele,1,460.0,1.0,1300000,2826.09
Attibele,1,418.0,2.0,1150000,2751.2
Attibele,2,1000.0,2.0,4200000,4200.0
Attibele,1,550.0,1.0,1150000,2090.91
Attibele,2,996.0,2.0,2490000,2500.0
Attibele,1,410.0,1.0,1000000,2439.02
Attibele,3,1700.0,3.0,6500000,3823.53
Attibele,1,400.0,1.0,1025000,2562.5
Attibele,2,656.0,2.0,2500000,3810.98
Attibele,3,1500.0,3.0,9000000,6000.0
Attibele,1,520.0,1.0,1500000,2884.62
BEML Layout,2,1060.0,2.0,5500000,5188.68
BEML Layout,3,2000.0,3.0,8500000,4250.0
BEML Layout,2,999.0,2.0,4500000,4504.5
BEML Layout,5,2400.0,4.0,22500000,9375.0
BEML Layout,3,2000.0,2.0,8500000,4250.0
BEML Layout,2,1194.0,2.0,6500000,5443.89
BEML Layout,2,1200.0,2.0,6700000,5583.33
BEML Layout,2,2400.0,2.0,22800000,9500.0
BEML Layout,3,2000.0,3.0,8500000,4250.0
BEML Layout,3,2000.0,3.0,8500000,4250.0
BEML Layout,2,1194.0,2.0,6500000,5443.89
BTM 1st Stage,1,375.0,1.0,4000000,10666.67
BTM 1st Stage,3,1717.0,3.0,20000000,11648.22
BTM 2nd Stage,2,950.0,2.0,5200000,5473.68
BTM 2nd Stage,3,1850.0,3.0,17000000,9189.19
BTM 2nd Stage,2,1200.0,2.0,8000000,6666.67
BTM 2nd Stage,2,1274.0,2.0,7000000,5494.51
BTM 2nd Stage,3,1250.0,3.0,5000000,4000.0
BTM 2nd Stage,2,1070.0,2.0,4800000,4485.98
BTM 2nd Stage,2,1280.0,2.0,8000000,6250.0
BTM 2nd Stage,2,1100.0,2.0,7000000,6363.64
BTM 2nd Stage,2,1000.0,2.0,5800000,5800.0
BTM 2nd Stage,5,2990.0,5.0,41600000,13913.04
BTM 2nd Stage,2,1265.0,2.0,5500000,4347.83
BTM 2nd Stage,3,2200.0,3.0,22000000,10000.0
BTM 2nd Stage,3,2780.0,4.0,32500000,11690.65
BTM 2nd Stage,3,2400.0,2.0,36000000,15000.0
BTM 2nd Stage,2,965.0,2.0,5600000,5803.11
BTM 2nd Stage,2,1147.0,2.0,7500000,6538.8
BTM 2nd Stage,3,1750.0,3.0,17200000,9828.57
BTM 2nd Stage,2,1400.0,2.0,9000000,6428.57
BTM 2nd Stage,2,1200.0,2.0,7000000,5833.33
BTM 2nd Stage,2,1100.0,2.0,4700000,4272.73
BTM 2nd Stage,2,930.0,2.0,4600000,4946.24
BTM 2nd Stage,3,1265.0,2.0,5500000,4347.83
BTM 2nd Stage,3,2500.0,3.0,34500000,13800.0
BTM Layout,2,1150.0,2.0,6300000,5478.26
BTM Layout,6,3300.0,6.0,16500000,5000.0
BTM Layout,3,1450.0,2.0,8100000,5586.21
BTM Layout,3,1776.0,2.0,7500000,4222.97
BTM Layout,3,1458.0,3.0,7900000,5418.38
BTM Layout,2,935.0,2.0,5150000,5508.02
BTM Layout,2,1020.0,2.0,4650000,4558.82
BTM Layout,3,1600.0,3.0,11200000,7000.0
BTM Layout,3,1300.0,2.0,7500000,5769.23
BTM Layout,3,1540.0,2.0,7800000,5064.94
BTM Layout,1,450.0,1.0,2000000,4444.44
BTM Layout,2,1196.0,2.0,5681000,4750.0
BTM Layout,3,1470.0,2.0,9900000,6734.69
Babusapalaya,3,1358.0,2.0,4340000,3195.88
Babusapalaya,3,1213.0,2.0,4139000,3412.2
Babusapalaya,3,1611.0,2.0,6600000,4096.83
Babusapalaya,3,1167.0,2.0,3997999,3425.88
Babusapalaya,3,1675.0,3.0,7500000,4477.61
Babusapalaya,2,1141.0,2.0,4600000,4031.55
Babusapalaya,2,1500.0,2.0,5700000,3800.0
Babusapalaya,3,1453.0,2.0,4359000,3000.0
Babusapalaya,2,1050.0,2.0,4500000,4285.71
Babusapalaya,2,1141.0,2.0,4590000,4022.79
Babusapalaya,3,1358.0,2.0,4310000,3173.78
Babusapalaya,3,1230.0,3.0,5300000,4308.94
Babusapalaya,2,1105.0,2.0,4000000,3619.91
Babusapalaya,3,1410.0,2.0,6500000,4609.93
Babusapalaya,2,1450.0,2.0,5599000,3861.38
Babusapalaya,2,1100.0,2.0,3800000,3454.55
Babusapalaya,3,1213.0,2.0,3636999,2998.35
Babusapalaya,2,1061.0,2.0,3384000,3189.44
Babusapalaya,2,1061.0,2.0,3895000,3671.07
Babusapalaya,2,1061.0,2.0,3400000,3204.52
Babusapalaya,2,1245.0,2.0,5800000,4658.63
Badavala Nagar,3,1494.0,2.0,9455000,6328.65
Badavala Nagar,2,1274.0,2.0,8100000,6357.93
Badavala Nagar,3,1842.0,3.0,11500000,6243.21
Badavala Nagar,3,1494.0,2.0,9455000,6328.65
Badavala Nagar,2,1274.0,2.0,8100000,6357.93
Badavala Nagar,3,1494.0,2.0,9455000,6328.65
Badavala Nagar,3,1842.0,3.0,11500000,6243.21
Badavala Nagar,3,1842.0,3.0,11500000,6243.21
Badavala Nagar,3,1842.0,3.0,11500000,6243.21
Balagere,2,1210.0,2.0,8090000,6685.95
Balagere,2,1210.0,2.0,7200000,5950.41
Balagere,2,1205.0,2.0,7850000,6514.52
Balagere,1,790.5,1.0,4190000,5300.44
Balagere,2,1145.0,2.0,6500000,5676.86
Balagere,2,1012.0,2.0,5459000,5394.27
Balagere,2,1020.07,2.0,6838000,6703.46
Balagere,2,1205.47,2.0,8100000,6719.37
Balagere,2,1007.0,2.0,6500000,6454.82
Balagere,2,1205.0,2.0,7000000,5809.13
Balagere,2,1210.0,2.0,7400000,6115.7
Balagere,2,1210.0,2.0,8300000,6859.5
Balagere,1,675.0,1.0,4500000,6666.67
Balagere,1,656.0,1.0,4300000,6554.88
Balagere,2,1012.0,2.0,5459000,5394.27
Balagere,2,1012.0,2.0,6400000,6324.11
Balagere,2,1007.0,2.0,6200000,6156.9
Balagere,2,1007.0,2.0,6700000,6653.43
Balagere,2,1007.0,2.0,6600000,6554.12
Balagere,2,1205.0,2.0,6386000,5299.59
Balagere,2,1012.0,2.0,5358000,5294.47
Balagere,1,645.0,1.0,3418000,5299.22
Balagere,2,1007.0,2.0,5300000,5263.16
Balagere,2,1210.0,2.0,6900000,5702.48
Balagere,1,790.5,1.0,4229500,5350.41
Balagere,2,1012.0,2.0,6500000,6422.92
Balagere,1,656.0,1.0,3877000,5910.06
Balagere,1,645.0,1.0,3900000,6046.51
Balagere,1,645.0,1.0,4100000,6356.59
Balagere,2,1210.0,2.0,8200000,6776.86
Balagere,1,656.0,1.0,3477000,5300.3
Balagere,2,1205.0,2.0,7387000,6130.29
Balagere,2,1012.0,2.0,7000000,6917.0
Balagere,2,1007.0,2.0,6800000,6752.73
Balagere,2,1205.0,2.0,6700000,5560.17
Balagere,2,1205.0,2.0,7900000,6556.02
Balagere,2,1012.0,2.0,6800000,6719.37
Banashankari,3,1200.0,2.0,4200000,3500.0
Banashankari,2,1077.0,2.0,3764000,3494.89
Banashankari,3,1470.0,2.0,8864000,6029.93
Banashankari,3,1300.0,2.0,7500000,5769.23
Banashankari,3,1800.0,3.0,11500000,6388.89
Banashankari,2,1125.0,2.0,6300000,5600.0
Banashankari,3,1340.0,2.0,5360000,4000.0
Banashankari,2,1310.0,2.0,8000000,6106.87
Banashankari,3,2600.0,4.0,13500000,5192.31
Banashankari,3,1900.0,2.0,17000000,8947.37
Banashankari,2,1260.0,2.0,7500000,5952.38
Banashankari,2,1170.0,2.0,4679000,3999.15
Banashankari,4,2500.0,4.0,9500000,3800.0
Banashankari,3,1350.0,2.0,8300000,6148.15
Banashankari,3,1425.0,3.0,4988000,3500.35
Banashankari,2,1330.0,2.0,7800000,5864.66
Banashankari,3,1400.0,2.0,7800000,5571.43
Banashankari,3,1700.0,3.0,12500000,7352.94
Banashankari,2,1020.0,2.0,4079000,3999.02
Banashankari,2,1600.0,2.0,6398000,3998.75
Banashankari,2,1041.0,2.0,3644000,3500.48
Banashankari,1,2400.0,1.0,20000000,8333.33
Banashankari,2,1390.0,2.0,8600000,6187.05
Banashankari,2,1460.0,2.0,7000000,4794.52
Banashankari,2,1200.0,2.0,6000000,5000.0
Banashankari,2,1290.0,2.0,8000000,6201.55
Banashankari,2,1186.0,2.0,6500000,5480.61
Banashankari,3,1650.0,3.0,10100000,6121.21
Banashankari,3,1300.0,2.0,5500000,4230.77
Banashankari,2,1181.0,2.0,7500000,6350.55
Banashankari,2,1105.0,2.0,9000000,8144.8
Banashankari,1,720.0,1.0,6000000,8333.33
Banashankari,2,1040.0,2.0,4500000,4326.92
Banashankari,2,1330.0,2.0,7700000,5789.47
Banashankari,2,1200.0,2.0,4900000,4083.33
Banashankari,2,1185.0,2.0,6700000,5654.01
Banashankari,2,1000.0,2.0,5000000,5000.0
Banashankari,3,1650.0,3.0,9075000,5500.0
Banashankari,3,1650.0,3.0,10100000,6121.21
Banashankari,2,1310.0,2.0,8043000,6139.69
Banashankari,2,600.0,1.0,2700000,4500.0
Banashankari,2,1430.0,2.0,8780000,6139.86
Banashankari,2,1020.0,2.0,4283000,4199.02
Banashankari,3,1372.0,2.0,4802000,3500.0
Banashankari,3,1540.0,3.0,8000000,5194.81
Banashankari,3,1683.0,3.0,11500000,6833.04
Banashankari,3,1800.0,3.0,12500000,6944.44
Banashankari,2,1175.0,2.0,4113000,3500.43
Banashankari,3,1750.0,2.0,8900000,5085.71
Banashankari,2,1450.0,2.0,5075000,3500.0
Banashankari,3,1770.0,3.0,10800000,6101.69
Banashankari,3,1800.0,3.0,12500000,6944.44
Banashankari,3,1200.0,2.0,4200000,3500.0
Banashankari,3,1420.0,3.0,6600000,4647.89
Banashankari,3,1200.0,3.0,7452000,6210.0
Banashankari,2,1100.0,2.0,6300000,5727.27
Banashankari,2,1020.0,2.0,4079000,3999.02
Banashankari,2,1260.0,2.0,7500000,5952.38
Banashankari,3,1340.0,2.0,5360000,4000.0
Banashankari,3,1426.0,3.0,8500000,5960.73
Banashankari Stage II,2,1700.0,2.0,15000000,8823.53
Banashankari Stage II,4,1200.0,2.0,15000000,12500.0
Banashankari Stage II,3,1500.0,2.0,12000000,8000.0
Banashankari Stage II,5,2400.0,3.0,51000000,21250.0
Banashankari Stage II,3,1240.0,2.0,5952000,4800.0
Banashankari Stage II,2,1250.0,2.0,11000000,8800.0
Banashankari Stage II,3,1260.0,2.0,9500000,7539.68
Banashankari Stage II,3,2400.0,2.0,30000000,12500.0
Banashankari Stage II,2,1400.0,2.0,10000000,7142.86
Banashankari Stage II,5,2800.0,3.0,42500000,15178.57
Banashankari Stage II,3,3000.0,3.0,45000000,15000.0
Banashankari Stage II,3,1200.0,2.0,19800000,16500.0
Banashankari Stage II,2,1245.0,2.0,12500000,10040.16
Banashankari Stage III,3,1305.0,2.0,5870000,4498.08
Banashankari Stage III,2,1145.0,2.0,5840000,5100.44
Banashankari Stage III,3,1650.0,3.0,11800000,7151.52
Banashankari Stage III,4,2400.0,4.0,24000000,10000.0
Banashankari Stage III,3,1350.0,2.0,6800000,5037.04
Banashankari Stage III,4,2000.0,4.0,10000000,5000.0
Banashankari Stage III,3,1305.0,2.0,5900000,4521.07
Banashankari Stage III,3,1305.0,2.0,6000000,4597.7
Banashankari Stage III,2,1200.0,2.0,4200000,3500.0
Banashankari Stage III,3,1305.0,2.0,5900000,4521.07
Banashankari Stage III,3,1480.0,3.0,7548000,5100.0
Banashankari Stage III,3,1305.0,2.0,5900000,4521.07
Banashankari Stage III,2,1304.0,2.0,11100000,8512.27
Banashankari Stage III,6,3000.0,6.0,15000000,5000.0
Banashankari Stage III,2,1085.0,2.0,5000000,4608.29
Banashankari Stage III,3,1500.0,2.0,10000000,6666.67
Banashankari Stage III,4,2100.0,3.0,14700000,7000.0
Banashankari Stage III,3,1420.0,2.0,9500000,6690.14
Banashankari Stage V,3,1300.0,2.0,5850000,4500.0
Banashankari Stage V,3,1305.0,2.0,4900000,3754.79
Banashankari Stage V,2,1035.0,2.0,3577000,3456.04
Banashankari Stage V,3,1355.0,2.0,6100000,4501.85
Banashankari Stage V,3,1510.0,3.0,4757000,3150.33
Banashankari Stage V,3,1650.0,3.0,5198000,3150.3
Banashankari Stage V,3,1630.0,3.0,5135000,3150.31
Banashankari Stage V,3,1510.0,3.0,4757000,3150.33
Banashankari Stage V,3,1315.0,2.0,4900000,3726.24
Banashankari Stage V,3,1540.0,3.0,4851000,3150.0
Banashankari Stage V,2,920.0,2.0,4150000,4510.87
Banashankari Stage VI,2,1177.5,2.0,5993500,5090.02
Banashankari Stage VI,4,4800.0,4.0,19000000,3958.33
Banashankari Stage VI,4,2800.0,4.0,8900000,3178.57
Banashankari Stage VI,4,2200.0,4.0,19500000,8863.64
Banashankari Stage VI,2,1160.0,2.0,5900000,5086.21
Banashankari Stage VI,2,1180.0,2.0,5947000,5039.83
Banashankari Stage VI,3,1423.0,2.0,7173000,5040.76
Banashankari Stage VI,3,1392.0,3.0,6945999,4989.94
Banashankari Stage VI,3,1410.5,2.0,7038500,4990.07
Banashankari Stage VI,4,4800.0,3.0,20000000,4166.67
Banaswadi,2,1184.0,2.0,5300000,4476.35
Banaswadi,2,1145.0,2.0,5500000,4803.49
Banaswadi,2,1250.0,2.0,6000000,4800.0
Banaswadi,2,1365.0,2.0,7300000,5347.99
Banaswadi,5,1903.0,6.0,14000000,7356.81
Banaswadi,2,1222.0,2.0,8000000,6546.64
Banaswadi,2,870.0,2.0,3800000,4367.82
Banaswadi,2,1200.0,2.0,6000000,5000.0
Banaswadi,3,1600.0,3.0,7450000,4656.25
Banaswadi,1,527.0,1.0,3500000,6641.37
Banaswadi,2,1340.0,2.0,7300000,5447.76
Banaswadi,2,1008.0,2.0,5200000,5158.73
Banaswadi,2,1105.0,2.0,5700000,5158.37
Banjara Layout,2,1200.0,2.0,7000000,5833.33
Banjara Layout,2,1050.0,2.0,6480000,6171.43
Banjara Layout,2,753.0,3.0,5950000,7901.73
Banjara Layout,3,2500.0,4.0,14000000,5600.0
Bannerghatta,3,1665.0,3.0,11000000,6606.61
Bannerghatta,3,2370.0,4.0,19500000,8227.85
Bannerghatta,2,1100.0,2.0,6600000,6000.0
Bannerghatta,2,1113.0,2.0,7000000,6289.31
Bannerghatta,2,1200.0,2.0,7320000,6100.0
Bannerghatta,2,1070.0,2.0,8700000,8130.84
Bannerghatta,3,1776.0,3.0,12400000,6981.98
Bannerghatta,3,1776.0,3.0,15000000,8445.95
Bannerghatta Road,1,500.0,1.0,1850000,3700.0
Bannerghatta Road,2,1050.0,2.0,6500000,6190.48
Bannerghatta Road,3,1170.0,2.0,6600000,5641.03
Bannerghatta Road,1,595.0,1.0,3332000,5600.0
Bannerghatta Road,3,1445.0,3.0,9500000,6574.39
Bannerghatta Road,3,1640.0,2.0,12000000,7317.07
Bannerghatta Road,4,1380.0,3.0,5800000,4202.9
Bannerghatta Road,3,1460.0,2.0,9000000,6164.38
Bannerghatta Road,3,1556.0,2.0,5913000,3800.13
Bannerghatta Road,2,1179.0,2.0,6602000,5599.66
Bannerghatta Road,2,1122.5,2.0,5893500,5250.33
Bannerghatta Road,2,793.0,2.0,4500000,5674.65
Bannerghatta Road,3,1484.0,3.0,5250000,3537.74
Bannerghatta Road,2,1400.0,2.0,7800000,5571.43
Bannerghatta Road,5,2700.0,5.0,15800000,5851.85
Bannerghatta Road,2,1215.0,2.0,5000000,4115.23
Bannerghatta Road,3,1654.0,3.0,10000000,6045.95
Bannerghatta Road,2,1181.0,2.0,5500000,4657.07
Bannerghatta Road,3,1460.0,2.0,7200000,4931.51
Bannerghatta Road,2,1200.0,2.0,7500000,6250.0
Bannerghatta Road,3,1760.0,3.0,6700000,3806.82
Bannerghatta Road,1,595.0,1.0,3183000,5349.58
Bannerghatta Road,2,1105.0,2.0,5100000,4615.38
Bannerghatta Road,2,1255.0,2.0,6526000,5200.0
Bannerghatta Road,3,1550.0,3.0,7800000,5032.26
Bannerghatta Road,3,1550.0,3.0,8200000,5290.32
Bannerghatta Road,3,1550.0,2.0,7500000,4838.71
Bannerghatta Road,3,1650.0,3.0,12200000,7393.94
Bannerghatta Road,2,912.0,2.0,5500000,6030.7
Bannerghatta Road,2,1218.0,2.0,7300000,5993.43
Bannerghatta Road,3,1427.0,2.0,4851000,3399.44
Bannerghatta Road,2,1115.0,2.0,6512000,5840.36
Bannerghatta Road,3,1344.0,2.0,4200000,3125.0
Bannerghatta Road,3,1893.0,3.0,10000000,5282.62
Bannerghatta Road,3,1600.0,3.0,9500000,5937.5
Bannerghatta Road,2,1275.0,2.0,6500000,5098.04
Bannerghatta Road,2,892.0,2.0,3900000,4372.2
Bannerghatta Road,3,1880.0,3.0,9500000,5053.19
Bannerghatta Road,2,1260.0,2.0,7000000,5555.56
Bannerghatta Road,3,1788.0,3.0,9000000,5033.56
Bannerghatta Road,2,1157.0,2.0,4000000,3457.22
Bannerghatta Road,2,1150.0,2.0,6500000,5652.17
Bannerghatta Road,4,10000.0,4.0,45000000,4500.0
Bannerghatta Road,2,1100.0,2.0,3900000,3545.45
Bannerghatta Road,3,1400.0,3.0,6800000,4857.14
Bannerghatta Road,3,1725.0,3.0,11000000,6376.81
Bannerghatta Road,6,1850.0,6.0,15000000,8108.11
Bannerghatta Road,3,9000.0,4.0,39000000,4333.33
Bannerghatta Road,2,950.0,2.0,3800000,4000.0
Bannerghatta Road,2,1220.0,2.0,8000000,6557.38
Bannerghatta Road,2,1130.0,2.0,7800000,6902.65
Bannerghatta Road,3,1350.0,2.0,5100000,3777.78
Bannerghatta Road,3,1486.0,3.0,8322000,5600.27
Bannerghatta Road,3,1460.0,2.0,7500000,5136.99
Bannerghatta Road,2,1015.0,2.0,4800000,4729.06
Bannerghatta Road,2,1115.0,2.0,6100000,5470.85
Bannerghatta Road,2,1136.0,2.0,4800000,4225.35
Bannerghatta Road,4,2700.0,4.0,26000000,9629.63
Bannerghatta Road,3,1200.0,2.0,6900000,5750.0
Bannerghatta Road,3,1465.0,2.0,7600000,5187.71
Bannerghatta Road,2,1302.5,2.0,6773000,5200.0
Bannerghatta Road,2,1200.0,2.0,6500000,5416.67
Bannerghatta Road,2,1240.0,2.0,6500000,5241.94
Bannerghatta Road,3,1476.0,3.0,12500000,8468.83
Bannerghatta Road,3,1100.0,2.0,5200000,4727.27
Bannerghatta Road,3,1532.5,3.0,8429000,5500.16
Bannerghatta Road,3,1465.0,2.0,4587000,3131.06
Bannerghatta Road,2,1268.0,2.0,6900000,5441.64
Bannerghatta Road,3,1450.0,2.0,8700000,6000.0
Bannerghatta Road,4,2932.0,5.0,19500000,6650.75
Bannerghatta Road,3,1450.0,3.0,4400000,3034.48
Bannerghatta Road,3,1625.0,2.0,7500000,4615.38
Bannerghatta Road,2,960.0,2.0,5800000,6041.67
Bannerghatta Road,3,1750.0,3.0,13000000,7428.57
Bannerghatta Road,2,1275.0,2.0,7300000,5725.49
Bannerghatta Road,3,1430.0,3.0,5900000,4125.87
Bannerghatta Road,2,1240.0,2.0,7100000,5725.81
Bannerghatta Road,3,1305.0,2.0,6000000,4597.7
Bannerghatta Road,2,1215.0,2.0,6800000,5596.71
Bannerghatta Road,2,1215.0,2.0,6800000,5596.71
Bannerghatta Road,3,1894.0,3.0,11500000,6071.81
Bannerghatta Road,3,1655.0,2.0,6289000,3800.0
Bannerghatta Road,3,1693.0,3.0,8900000,5256.94
Bannerghatta Road,2,1280.0,2.0,6016000,4700.0
Bannerghatta Road,4,3230.0,5.0,16500000,5108.36
Bannerghatta Road,1,630.0,1.0,3500000,5555.56
Bannerghatta Road,2,1215.0,2.0,6800000,5596.71
Bannerghatta Road,3,1365.0,3.0,7618000,5580.95
Bannerghatta Road,2,1115.0,2.0,7800000,6995.52
Bannerghatta Road,3,1532.5,3.0,7946500,5185.32
Bannerghatta Road,3,1535.0,3.0,6000000,3908.79
Bannerghatta Road,3,1655.0,3.0,9000000,5438.07
Bannerghatta Road,2,1247.0,2.0,4739000,3800.32
Bannerghatta Road,2,1237.5,2.0,4949000,3999.19
Bannerghatta Road,3,1650.0,3.0,9400000,5696.97
Bannerghatta Road,2,905.0,2.0,6500000,7182.32
Bannerghatta Road,2,1000.0,2.0,5000000,5000.0
Bannerghatta Road,4,2185.0,3.0,12000000,5491.99
Bannerghatta Road,2,1012.0,2.0,4500000,4446.64
Bannerghatta Road,3,1725.0,3.0,8500000,4927.54
Bannerghatta Road,3,1460.0,2.0,8000000,5479.45
Bannerghatta Road,2,1340.0,2.0,8500000,6343.28
Bannerghatta Road,3,1711.0,3.0,12500000,7305.67
Bannerghatta Road,3,1520.0,2.0,8100000,5328.95
Bannerghatta Road,3,2826.0,3.0,14800000,5237.08
Bannerghatta Road,2,1115.0,2.0,6100000,5470.85
Bannerghatta Road,2,1154.0,2.0,4700000,4072.79
Bannerghatta Road,2,1000.0,2.0,4450000,4450.0
Bannerghatta Road,2,1250.0,2.0,4800000,3840.0
Bannerghatta Road,3,1640.0,3.0,10500000,6402.44
Bannerghatta Road,3,1656.0,2.0,6293000,3800.12
Bannerghatta Road,2,1012.0,2.0,4400000,4347.83
Bannerghatta Road,3,1527.0,3.0,11500000,7531.11
Bannerghatta Road,3,1660.0,3.0,8500000,5120.48
Bannerghatta Road,3,1880.0,3.0,9650000,5132.98
Bannerghatta Road,3,1550.0,3.0,9600000,6193.55
Bannerghatta Road,2,1200.0,2.0,7800000,6500.0
Bannerghatta Road,3,1885.0,3.0,12500000,6631.3
Bannerghatta Road,3,1453.0,2.0,7300000,5024.09
Bannerghatta Road,3,1450.0,2.0,7800000,5379.31
Bannerghatta Road,1,700.0,1.0,3120000,4457.14
Bannerghatta Road,3,1630.0,3.0,6800000,4171.78
Bannerghatta Road,3,1400.0,3.0,6900000,4928.57
Bannerghatta Road,2,905.0,2.0,5800000,6408.84
Bannerghatta Road,3,1465.0,2.0,7500000,5119.45
Bannerghatta Road,3,1920.0,3.0,12200000,6354.17
Bannerghatta Road,4,2400.0,4.0,18000000,7500.0
Bannerghatta Road,3,1660.0,3.0,8000000,4819.28
Bannerghatta Road,2,1270.0,2.0,4500000,3543.31
Bannerghatta Road,3,1520.0,2.0,8000000,5263.16
Bannerghatta Road,3,1270.0,2.0,7300000,5748.03
Bannerghatta Road,3,1846.0,3.0,12000000,6500.54
Bannerghatta Road,4,3000.0,4.0,14000000,4666.67
Bannerghatta Road,2,1122.5,2.0,6174000,5500.22
Bannerghatta Road,3,1655.0,3.0,9500000,5740.18
Bannerghatta Road,2,1206.0,2.0,5300000,4394.69
